respondent_id,xyz_vaccine_label,seasonal_vaccine_label
26707,0.10495566717945008,0.22755419657881482
26708,0.019148011398727613,0.027280433041876207
26709,0.4273405212126702,0.6576657202799014
26710,0.5272982653369652,0.869149219711045
26711,0.22028792608486913,0.49333246364079236
26712,0.4549125344272592,0.9253006459757568
26713,0.32619324477647327,0.49805824946597116
26714,0.172957383351288,0.258269878584095
26715,0.043142398650274534,0.19592992149108085
26716,0.2126440254433717,0.8821408479631824
26717,0.02133028133070897,0.3671367154485133
26718,0.20143647999060488,0.4548310430067025
26719,0.10386137243904156,0.9130753602864627
26720,0.07688495183018457,0.1271001144283251
26721,0.21243551741410696,0.3486649906688021
26722,0.05489211691335867,0.09999129709649587
26723,0.6767925187547023,0.8373265119146273
26724,0.11287823065640741,0.5813748367151081
26725,0.043275728630472236,0.09521756704907477
26726,0.0169350976944113,0.03438128719080077
26727,0.30592262186578456,0.8098733393042477
26728,0.23192064549352004,0.5971631327498829
26729,0.0701513971035364,0.2847798205584499
26730,0.04889077789228413,0.2206673621362848
26731,0.021324920871358094,0.2970005914297899
26732,0.13064331056385958,0.0973834423396542
26733,0.9175643074788756,0.9597428483102254
26734,0.8820272552070273,0.45523882357907774
26735,0.14022554337830495,0.45211569082212244
26736,0.0768546515535924,0.15201892100890899
26737,0.08209612191907123,0.11434961871944721
26738,0.6673763472293134,0.8801300531318303
26739,0.11065668246279547,0.24033221337341948
26740,0.20463695436553858,0.15924014082090607
26741,0.16995784965574767,0.9150651368030188
26742,0.15836204494159956,0.4762695845740427
26743,0.03883086504531101,0.43997831344658467
26744,0.05465603218436996,0.6265286188398972
26745,0.09376961646571995,0.9033820664029962
26746,0.12132245496596714,0.334985475975138
26747,0.08792334878564238,0.27788967181901253
26748,0.12841936968318815,0.07655020810189353
26749,0.07524134737718356,0.7349862427043099
26750,0.6114033903962633,0.9022140366246256
26751,0.3049680520489916,0.7085193387635584
26752,0.02448082541884777,0.02561403754143617
26753,0.2204874776152225,0.6362677335432055
26754,0.11996195410085915,0.6193966771432035
26755,0.11613562894317317,0.386735379028699
26756,0.020420350992853248,0.036207695745325126
26757,0.4981183088134025,0.5038258835271774
26758,0.6272365151225193,0.8881745693238482
26759,0.0373787001070634,0.19757966093739315
26760,0.011562916650457946,0.023620399818006173
26761,0.1439038955730872,0.5482329321519825
26762,0.15413571497066203,0.849425427514043
26763,0.9108516487695218,0.9759741802868077
26764,0.9361652899191644,0.9655902433478957
26765,0.03034227996707195,0.703937026887691
26766,0.1684582163884213,0.16345978235842418
26767,0.7764598060117511,0.7023364210319379
26768,0.01495552212574402,0.46737837672023996
26769,0.14840204525883247,0.16977273631396653
26770,0.14196268288141436,0.6982068786046814
26771,0.06112969309765894,0.15665608495586913
26772,0.09306580340218651,0.3938333686622039
26773,0.012296085252459904,0.38147653483738964
26774,0.028961634357221443,0.49941528741032715
26775,0.12384324004305611,0.5594764826263309
26776,0.3421035804291122,0.25394782914000374
26777,0.13765829601743332,0.9253200378160328
26778,0.06808730165172265,0.11131952037417209
26779,0.11003201591133346,0.47757341459934144
26780,0.13423745586449068,0.944822357352764
26781,0.03705067554595709,0.3904234936014317
26782,0.05266926722035345,0.35763242376099036
26783,0.06982664311507839,0.3882811231613598
26784,0.31940872959479155,0.8693604918791671
26785,0.354743103325053,0.5426107738748515
26786,0.12281902500012253,0.2593292364311456
26787,0.08788845108826865,0.45455305282312475
26788,0.10949407407600972,0.9240744544927763
26789,0.013728472831767771,0.26868296816891823
26790,0.06152600653546197,0.3290392674812987
26791,0.030443815028503247,0.08751448533094462
26792,0.22258354533783925,0.7525297906879549
26793,0.13794439105068582,0.894469942690005
26794,0.8028590018022005,0.9016300535222592
26795,0.045926443270784975,0.9382857705148716
26796,0.06498318739866292,0.07317745593591461
26797,0.10114768377287628,0.6047421727971045
26798,0.18325745876049573,0.1774957222694404
26799,0.22561146597395124,0.15630182007817744
26800,0.045534097259540184,0.9201067935126447
26801,0.23244699951292266,0.3403205238650771
26802,0.1164983301280046,0.2279134836673828
26803,0.05261229919423528,0.1383814726866233
26804,0.022808153358022172,0.08851877188083622
26805,0.03578854547019076,0.1510005830731022
26806,0.06476873616654266,0.8769541389987331
26807,0.6915942167184452,0.9605537938243675
26808,0.2285728267585631,0.5667655576826374
26809,0.53334847534658,0.12972407733270677
26810,0.015259156988778331,0.06783486346570268
26811,0.04954083720519796,0.06391297221372196
26812,0.14044352943618066,0.7450777375695904
26813,0.3197726459093618,0.287017974836402
26814,0.029352838251417483,0.4056487386521421
26815,0.0621911861320323,0.17050001282453195
26816,0.05255646603267932,0.21977615381269955
26817,0.14893780729574724,0.7156606710544728
26818,0.09254174032808417,0.2611672321785064
26819,0.4588713857224028,0.4563936465197151
26820,0.08300966453950931,0.2985279504934252
26821,0.11469666414181505,0.4623201739181171
26822,0.25462515528743584,0.6859114507422412
26823,0.47374112376933664,0.527323225193594
26824,0.04153261968263388,0.6785132622070228
26825,0.38179884031178474,0.7779907775035304
26826,0.08765188575317073,0.7053526084717308
26827,0.022963637642803816,0.09533131555022256
26828,0.1744331761213477,0.6641793208240521
26829,0.6170670212598475,0.905941415123808
26830,0.06439591387970446,0.7234462555296596
26831,0.17953047037473774,0.7874221936963728
26832,0.11171945272489518,0.8242334246924107
26833,0.006945454424063527,0.3037292673487457
26834,0.12212547090829826,0.46888415156282715
26835,0.34445828519945704,0.9108212660392492
26836,0.18883367631115655,0.5991247997805138
26837,0.04585358590359682,0.014844347607486222
26838,0.13103587473627754,0.4952511674770468
26839,0.1576879815394748,0.5553502797712182
26840,0.11047407838148879,0.14701613415368758
26841,0.3110932364005756,0.7711138418011709
26842,0.09057199315644143,0.22243938089371204
26843,0.04366059485697559,0.016723225055846266
26844,0.05518156393127828,0.5261663306495933
26845,0.05265614307559346,0.648673313293118
26846,0.06230326893810428,0.7233166821311383
26847,0.3386633410080414,0.07963052379673194
26848,0.03968068527139758,0.6871879465777361
26849,0.13623863637785025,0.6515964121592351
26850,0.34306401005554504,0.5653805635292807
26851,0.04089150533278691,0.07149463354299736
26852,0.05714416535711208,0.16145296001037915
26853,0.4725566701217392,0.49224752281944006
26854,0.01592370277919389,0.07419725883443114
26855,0.5973852927824543,0.8843319435329181
26856,0.11192434261632808,0.02302052225541525
26857,0.4657395148084926,0.1969938844581106
26858,0.11588186888841998,0.6097225823029959
26859,0.08165182693475793,0.1436881308658725
26860,0.1256637342089665,0.09353056674926376
26861,0.06462095798046444,0.07852556951774187
